>> Method, Nduas, Uduas, Rduas, UduaPerc, RduaPerc, Time_s, Time_ms
@@ org.apache.commons.compress.archivers.dump.DumpArchiveInputStream$1.compare,6,3,4,50.0,66.66666666666666,0,0
@@ org.apache.commons.compress.archivers.dump.DumpArchiveConstants$SEGMENT_TYPE.find,18,4,8,22.22222222222222,44.44444444444444,0,2
@@ org.apache.commons.compress.archivers.dump.DumpArchiveEntry$TYPE.find,20,4,7,20.0,35.0,0,3
@@ org.apache.commons.compress.archivers.dump.DumpArchiveInputStream.<init>,7,2,2,28.57142857142857,28.57142857142857,0,0
@@ org.apache.commons.compress.archivers.dump.DumpArchiveInputStream.readCLRI,18,4,6,22.22222222222222,33.33333333333333,0,2
@@ org.apache.commons.compress.archivers.dump.DumpArchiveInputStream.readBITS,18,4,6,22.22222222222222,33.33333333333333,0,1
@@ org.apache.commons.compress.archivers.dump.DumpArchiveInputStream.getNextEntry,114,37,66,32.45614035087719,57.89473684210527,0,122
@@ org.apache.commons.compress.archivers.dump.DumpArchiveInputStream.readDirectoryEntry,116,39,69,33.62068965517241,59.48275862068966,0,199
@@ org.apache.commons.compress.archivers.dump.DumpArchiveInputStream.getPath,28,6,10,21.428571428571427,35.714285714285715,0,7
@@ org.apache.commons.compress.archivers.dump.DumpArchiveInputStream.read,131,39,70,29.770992366412212,53.43511450381679,0,115
@@ org.apache.commons.compress.archivers.dump.DumpArchiveInputStream.close,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ org.apache.commons.compress.archivers.dump.DumpArchiveInputStream.matches,7,4,6,57.14285714285714,85.71428571428571,0,1
@@ org.apache.commons.compress.archivers.dump.DumpArchiveSummary.isNewHeader,4,2,2,50.0,50.0,0,1
@@ org.apache.commons.compress.archivers.dump.DumpArchiveSummary.isNewInode,4,2,2,50.0,50.0,0,0
@@ org.apache.commons.compress.archivers.dump.DumpArchiveSummary.isCompressed,4,2,2,50.0,50.0,0,0
@@ org.apache.commons.compress.archivers.dump.DumpArchiveSummary.isMetaDataOnly,4,2,2,50.0,50.0,0,1
@@ org.apache.commons.compress.archivers.dump.DumpArchiveSummary.isExtendedAttributes,4,2,2,50.0,50.0,0,0
@@ org.apache.commons.compress.archivers.dump.DumpArchiveSummary.hashCode,25,5,9,20.0,36.0,0,3
@@ org.apache.commons.compress.archivers.dump.DumpArchiveSummary.equals,31,9,16,29.03225806451613,51.61290322580645,0,4
@@ org.apache.commons.compress.archivers.dump.DumpArchiveEntry.isSparseRecord,6,2,2,33.33333333333333,33.33333333333333,0,1
@@ org.apache.commons.compress.archivers.dump.DumpArchiveEntry.equals,43,11,18,25.581395348837212,41.86046511627907,0,8
@@ org.apache.commons.compress.archivers.dump.DumpArchiveEntry.parse,22,8,16,36.36363636363637,72.72727272727273,0,7
@@ org.apache.commons.compress.archivers.dump.DumpArchiveEntry.update,25,8,16,32.0,64.0,0,7
@@ org.apache.commons.compress.archivers.dump.DumpArchiveEntry.setName,17,7,13,41.17647058823529,76.47058823529412,0,2
@@ org.apache.commons.compress.archivers.dump.DumpArchiveEntry.isDirectory,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ org.apache.commons.compress.archivers.dump.DumpArchiveEntry.isFile,6,2,2,33.33333333333333,33.33333333333333,0,1
@@ org.apache.commons.compress.archivers.dump.DumpArchiveEntry.isSocket,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ org.apache.commons.compress.archivers.dump.DumpArchiveEntry.isChrDev,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ org.apache.commons.compress.archivers.dump.DumpArchiveEntry.isBlkDev,6,2,2,33.33333333333333,33.33333333333333,0,1
@@ org.apache.commons.compress.archivers.dump.DumpArchiveEntry.isFifo,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ org.apache.commons.compress.archivers.dump.DumpArchiveEntry.getSize,4,2,3,50.0,75.0,0,0
@@ org.apache.commons.compress.archivers.dump.TapeInputStream.resetBlockSize,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ org.apache.commons.compress.archivers.dump.TapeInputStream.available,11,2,2,18.181818181818183,18.181818181818183,0,0
@@ org.apache.commons.compress.archivers.dump.TapeInputStream.read,51,10,17,19.607843137254903,33.33333333333333,0,20
@@ org.apache.commons.compress.archivers.dump.TapeInputStream.skip,57,12,23,21.052631578947366,40.35087719298245,0,29
@@ org.apache.commons.compress.archivers.dump.TapeInputStream.close,12,3,4,25.0,33.33333333333333,0,1
@@ org.apache.commons.compress.archivers.dump.TapeInputStream.peek,10,2,3,20.0,30.0,0,0
@@ org.apache.commons.compress.archivers.dump.TapeInputStream.readRecord,5,2,2,40.0,40.0,0,0
@@ org.apache.commons.compress.archivers.dump.TapeInputStream.readBlock,54,12,20,22.22222222222222,37.03703703703704,0,11
@@ org.apache.commons.compress.archivers.dump.TapeInputStream.readFully,4,2,2,50.0,50.0,0,1
@@ org.apache.commons.compress.archivers.dump.DumpArchiveConstants$COMPRESSION_TYPE.find,18,4,8,22.22222222222222,44.44444444444444,0,3
@@ org.apache.commons.compress.archivers.dump.DumpArchiveUtil.calculateChecksum,12,2,4,16.666666666666664,33.33333333333333,0,2
@@ org.apache.commons.compress.archivers.dump.DumpArchiveUtil.verify,7,3,4,42.857142857142854,57.14285714285714,0,1
@@ org.apache.commons.compress.archivers.dump.DumpArchiveEntry$PERMISSION.find,22,6,8,27.27272727272727,36.36363636363637,0,6
@@ org.apache.commons.compress.archivers.jar.JarArchiveEntry.getCertificates,6,2,2,33.33333333333333,33.33333333333333,0,1
@@ org.apache.commons.compress.archivers.jar.JarArchiveOutputStream.putArchiveEntry,8,2,3,25.0,37.5,0,1
@@ org.apache.commons.compress.archivers.jar.JarArchiveInputStream.getNextJarEntry,3,2,2,66.66666666666666,66.66666666666666,0,1
@@ org.apache.commons.compress.archivers.sevenz.SevenZMethod.byId,18,4,8,22.22222222222222,44.44444444444444,0,3
@@ org.apache.commons.compress.archivers.sevenz.SevenZArchiveEntry.getCreationDate,6,2,2,33.33333333333333,33.33333333333333,0,1
@@ org.apache.commons.compress.archivers.sevenz.SevenZArchiveEntry.setCreationDate,9,4,5,44.44444444444444,55.55555555555556,0,2
@@ org.apache.commons.compress.archivers.sevenz.SevenZArchiveEntry.getLastModifiedDate,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ org.apache.commons.compress.archivers.sevenz.SevenZArchiveEntry.setLastModifiedDate,9,4,5,44.44444444444444,55.55555555555556,0,1
@@ org.apache.commons.compress.archivers.sevenz.SevenZArchiveEntry.getAccessDate,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ org.apache.commons.compress.archivers.sevenz.SevenZArchiveEntry.setAccessDate,9,4,5,44.44444444444444,55.55555555555556,0,2
@@ org.apache.commons.compress.archivers.sevenz.SevenZArchiveEntry.setContentMethods,10,2,3,20.0,30.0,0,1
@@ org.apache.commons.compress.archivers.sevenz.SevenZArchiveEntry.hashCode,3,2,3,66.66666666666666,100.0,0,0
@@ org.apache.commons.compress.archivers.sevenz.SevenZArchiveEntry.equals,155,22,42,14.193548387096774,27.09677419354839,0,52
@@ org.apache.commons.compress.archivers.sevenz.SevenZArchiveEntry.equalSevenZMethods,18,8,14,44.44444444444444,77.77777777777779,0,3
@@ org.apache.commons.compress.archivers.sevenz.CLI$Mode$2.takeAction,50,15,28,30.0,56.00000000000001,0,9
@@ org.apache.commons.compress.archivers.sevenz.Coders.addDecoder,12,2,2,16.666666666666664,16.666666666666664,0,1
@@ org.apache.commons.compress.archivers.sevenz.Coders.addEncoder,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ org.apache.commons.compress.archivers.sevenz.Archive.lengthOf,3,2,3,66.66666666666666,100.0,0,1
@@ org.apache.commons.compress.archivers.sevenz.Archive.lengthOf,3,2,3,66.66666666666666,100.0,0,1
@@ org.apache.commons.compress.archivers.sevenz.BoundedSeekableByteChannelInputStream.<init>,7,3,5,42.857142857142854,71.42857142857143,0,1
@@ org.apache.commons.compress.archivers.sevenz.BoundedSeekableByteChannelInputStream.read,11,3,4,27.27272727272727,36.36363636363637,0,1
@@ org.apache.commons.compress.archivers.sevenz.BoundedSeekableByteChannelInputStream.read,43,9,15,20.930232558139537,34.883720930232556,0,6
@@ org.apache.commons.compress.archivers.sevenz.SevenZFile$1.read,4,2,3,50.0,75.0,0,1
@@ org.apache.commons.compress.archivers.sevenz.SevenZFile$1.read,5,2,3,40.0,60.0,0,0
@@ org.apache.commons.compress.archivers.sevenz.CLI$Mode$1.takeAction,16,6,6,37.5,37.5,0,1
@@ org.apache.commons.compress.archivers.sevenz.CLI$Mode$1.getContentMethods,15,6,9,40.0,60.0,0,4
@@ org.apache.commons.compress.archivers.sevenz.LZMADecoder.decode,26,5,8,19.230769230769234,30.76923076923077,0,3
@@ org.apache.commons.compress.archivers.sevenz.LZMADecoder.getOptionsFromCoder,11,3,4,27.27272727272727,36.36363636363637,0,1
@@ org.apache.commons.compress.archivers.sevenz.LZMADecoder.getOptions,5,2,2,40.0,40.0,0,1
@@ org.apache.commons.compress.archivers.sevenz.LZMA2Decoder.decode,8,2,2,25.0,25.0,0,0
@@ org.apache.commons.compress.archivers.sevenz.LZMA2Decoder.getDictSize,5,2,2,40.0,40.0,0,1
@@ org.apache.commons.compress.archivers.sevenz.LZMA2Decoder.getDictionarySize,17,6,10,35.294117647058826,58.82352941176471,0,1
@@ org.apache.commons.compress.archivers.sevenz.LZMA2Decoder.getOptions,5,2,2,40.0,40.0,0,1
@@ org.apache.commons.compress.archivers.sevenz.Folder.getOrderedCoders,15,4,6,26.666666666666668,40.0,0,3
@@ org.apache.commons.compress.archivers.sevenz.Folder.findBindPairForInStream,22,5,10,22.727272727272727,45.45454545454545,0,3
@@ org.apache.commons.compress.archivers.sevenz.Folder.findBindPairForOutStream,22,5,10,22.727272727272727,45.45454545454545,0,3
@@ org.apache.commons.compress.archivers.sevenz.Folder.getUnpackSize,22,6,11,27.27272727272727,50.0,0,3
@@ org.apache.commons.compress.archivers.sevenz.Folder.getUnpackSizeForCoder,28,6,12,21.428571428571427,42.857142857142854,0,3
@@ org.apache.commons.compress.archivers.sevenz.Folder.toString,12,2,3,16.666666666666664,25.0,0,1
@@ org.apache.commons.compress.archivers.sevenz.SevenZOutputFile$OutputStreamWrapper.write,18,2,3,11.11111111111111,16.666666666666664,0,1
@@ org.apache.commons.compress.archivers.sevenz.DeltaDecoder.getOptionsFromCoder,10,3,4,30.0,40.0,0,1
@@ org.apache.commons.compress.archivers.sevenz.SevenZMethodConfiguration.<init>,8,3,4,37.5,50.0,0,0
@@ org.apache.commons.compress.archivers.sevenz.SevenZMethodConfiguration.hashCode,6,2,3,33.33333333333333,50.0,0,0
@@ org.apache.commons.compress.archivers.sevenz.SevenZMethodConfiguration.equals,27,6,10,22.22222222222222,37.03703703703704,0,2
@@ org.apache.commons.compress.archivers.sevenz.CLI.main,21,7,9,33.33333333333333,42.857142857142854,0,4
@@ org.apache.commons.compress.archivers.sevenz.CLI.grabMode,4,2,2,50.0,50.0,0,0
@@ org.apache.commons.compress.archivers.sevenz.AES256SHA256Decoder$1.init,90,13,25,14.444444444444443,27.77777777777778,0,28
@@ org.apache.commons.compress.archivers.sevenz.AES256SHA256Decoder$1.close,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ org.apache.commons.compress.archivers.sevenz.SevenZOutputFile.close,7,2,3,28.57142857142857,42.857142857142854,0,1
@@ org.apache.commons.compress.archivers.sevenz.SevenZOutputFile.closeArchiveEntry,46,6,10,13.043478260869565,21.73913043478261,0,8
@@ org.apache.commons.compress.archivers.sevenz.SevenZOutputFile.write,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ org.apache.commons.compress.archivers.sevenz.SevenZOutputFile.finish,8,2,2,25.0,25.0,0,0
@@ org.apache.commons.compress.archivers.sevenz.SevenZOutputFile.getCurrentOutputStream,8,2,3,25.0,37.5,0,1
@@ org.apache.commons.compress.archivers.sevenz.SevenZOutputFile.setupFileOutputStream,27,8,11,29.629629629629626,40.74074074074074,0,6
@@ org.apache.commons.compress.archivers.sevenz.SevenZOutputFile.getContentMethods,5,2,3,40.0,60.0,0,0
@@ org.apache.commons.compress.archivers.sevenz.SevenZOutputFile.writeStreamsInfo,8,2,3,25.0,37.5,0,1
@@ org.apache.commons.compress.archivers.sevenz.SevenZOutputFile.writePackInfo,19,4,7,21.052631578947366,36.84210526315789,0,4
@@ org.apache.commons.compress.archivers.sevenz.SevenZOutputFile.writeUnpackInfo,47,9,17,19.148936170212767,36.17021276595745,0,22
@@ org.apache.commons.compress.archivers.sevenz.SevenZOutputFile.writeFolder,24,5,9,20.833333333333336,37.5,0,4
@@ org.apache.commons.compress.archivers.sevenz.SevenZOutputFile.writeSingleCodec,11,4,5,36.36363636363637,45.45454545454545,0,1
@@ org.apache.commons.compress.archivers.sevenz.SevenZOutputFile.writeFileEmptyStreams,35,10,18,28.57142857142857,51.42857142857142,0,12
@@ org.apache.commons.compress.archivers.sevenz.SevenZOutputFile.writeFileEmptyFiles,25,10,14,40.0,56.00000000000001,0,12
@@ org.apache.commons.compress.archivers.sevenz.SevenZOutputFile.writeFileAntiItems,20,6,10,30.0,50.0,0,4
@@ org.apache.commons.compress.archivers.sevenz.SevenZOutputFile.writeFileNames,8,1,2,12.5,25.0,0,1
@@ org.apache.commons.compress.archivers.sevenz.SevenZOutputFile.writeFileCTimes,55,12,22,21.818181818181817,40.0,0,25
@@ org.apache.commons.compress.archivers.sevenz.SevenZOutputFile.writeFileATimes,55,12,22,21.818181818181817,40.0,0,19
@@ org.apache.commons.compress.archivers.sevenz.SevenZOutputFile.writeFileMTimes,55,12,22,21.818181818181817,40.0,0,25
@@ org.apache.commons.compress.archivers.sevenz.SevenZOutputFile.writeFileWindowsAttributes,55,12,22,21.818181818181817,40.0,0,20
@@ org.apache.commons.compress.archivers.sevenz.SevenZOutputFile.writeUint64,37,10,16,27.027027027027028,43.24324324324324,0,11
@@ org.apache.commons.compress.archivers.sevenz.SevenZOutputFile.writeBits,34,12,21,35.294117647058826,61.76470588235294,0,14
@@ org.apache.commons.compress.archivers.sevenz.SevenZOutputFile.reverse,5,1,2,20.0,40.0,0,1
@@ org.apache.commons.compress.archivers.sevenz.SevenZFile.<init>,11,5,6,45.45454545454545,54.54545454545454,0,2
@@ org.apache.commons.compress.archivers.sevenz.SevenZFile.close,13,3,4,23.076923076923077,30.76923076923077,0,2
@@ org.apache.commons.compress.archivers.sevenz.SevenZFile.getNextEntry,22,4,6,18.181818181818183,27.27272727272727,0,2
@@ org.apache.commons.compress.archivers.sevenz.SevenZFile.readHeaders,35,7,13,20.0,37.142857142857146,0,4
@@ org.apache.commons.compress.archivers.sevenz.SevenZFile.readStartHeader,7,3,5,42.857142857142854,71.42857142857143,0,0
@@ org.apache.commons.compress.archivers.sevenz.SevenZFile.readHeader,36,15,26,41.66666666666667,72.22222222222221,0,4
@@ org.apache.commons.compress.archivers.sevenz.SevenZFile.readArchiveProperties,5,2,3,40.0,60.0,0,0
@@ org.apache.commons.compress.archivers.sevenz.SevenZFile.readEncodedHeader,39,10,17,25.64102564102564,43.58974358974359,0,15
@@ org.apache.commons.compress.archivers.sevenz.SevenZFile.readStreamsInfo,30,13,23,43.333333333333336,76.66666666666667,0,5
@@ org.apache.commons.compress.archivers.sevenz.SevenZFile.readPackInfo,57,15,25,26.31578947368421,43.859649122807014,0,19
@@ org.apache.commons.compress.archivers.sevenz.SevenZFile.readUnpackInfo,79,18,30,22.78481012658228,37.9746835443038,0,46
@@ org.apache.commons.compress.archivers.sevenz.SevenZFile.readSubStreamsInfo,199,52,89,26.13065326633166,44.72361809045226,0,215
@@ org.apache.commons.compress.archivers.sevenz.SevenZFile.readFolder,121,40,66,33.057851239669425,54.54545454545454,0,83
@@ org.apache.commons.compress.archivers.sevenz.SevenZFile.readAllOrBits,17,3,5,17.647058823529413,29.411764705882355,0,1
@@ org.apache.commons.compress.archivers.sevenz.SevenZFile.readBits,28,9,19,32.142857142857146,67.85714285714286,0,9
@@ org.apache.commons.compress.archivers.sevenz.SevenZFile.readFilesInfo,281,88,154,31.316725978647685,54.804270462633454,0,604
@@ org.apache.commons.compress.archivers.sevenz.SevenZFile.calculateStreamMap,155,48,86,30.967741935483872,55.483870967741936,0,164
@@ org.apache.commons.compress.archivers.sevenz.SevenZFile.buildDecodingStream,49,6,8,12.244897959183673,16.3265306122449,0,9
@@ org.apache.commons.compress.archivers.sevenz.SevenZFile.buildDecoderStack,33,7,13,21.21212121212121,39.39393939393939,0,8
@@ org.apache.commons.compress.archivers.sevenz.SevenZFile.read,5,2,3,40.0,60.0,0,1
@@ org.apache.commons.compress.archivers.sevenz.SevenZFile.getCurrentStream,27,5,10,18.51851851851852,37.03703703703704,0,20
@@ org.apache.commons.compress.archivers.sevenz.SevenZFile.read,6,2,3,33.33333333333333,50.0,0,1
@@ org.apache.commons.compress.archivers.sevenz.SevenZFile.readUint64,26,5,9,19.230769230769234,34.61538461538461,0,7
@@ org.apache.commons.compress.archivers.sevenz.SevenZFile.matches,20,6,12,30.0,60.0,0,3
@@ org.apache.commons.compress.archivers.sevenz.SevenZFile.skipBytesFully,12,3,4,25.0,33.33333333333333,0,1
@@ org.apache.commons.compress.archivers.sevenz.SevenZFile.getDefaultName,15,4,6,26.666666666666668,40.0,0,1
@@ org.apache.commons.compress.archivers.sevenz.SevenZFile.utf16Decode,8,3,4,37.5,50.0,0,0
@@ org.apache.commons.compress.archivers.sevenz.SevenZFile.assertFitsIntoInt,4,2,2,50.0,50.0,0,0
@@ org.apache.commons.compress.archivers.zip.Zip64ExtendedInformationExtraField.getLocalFileDataLength,4,2,2,50.0,50.0,0,0
@@ org.apache.commons.compress.archivers.zip.Zip64ExtendedInformationExtraField.getCentralDirectoryLength,16,8,8,50.0,50.0,0,2
@@ org.apache.commons.compress.archivers.zip.Zip64ExtendedInformationExtraField.getLocalFileDataData,18,6,8,33.33333333333333,44.44444444444444,0,1
@@ org.apache.commons.compress.archivers.zip.Zip64ExtendedInformationExtraField.getCentralDirectoryData,18,3,7,16.666666666666664,38.88888888888889,0,1
@@ org.apache.commons.compress.archivers.zip.Zip64ExtendedInformationExtraField.parseFromLocalFileData,24,6,11,25.0,45.83333333333333,0,2
@@ org.apache.commons.compress.archivers.zip.Zip64ExtendedInformationExtraField.parseFromCentralDirectoryData,17,4,6,23.52941176470588,35.294117647058826,0,1
@@ org.apache.commons.compress.archivers.zip.Zip64ExtendedInformationExtraField.reparseCentralDirectoryData,47,20,29,42.5531914893617,61.702127659574465,0,12
@@ org.apache.commons.compress.archivers.zip.Zip64ExtendedInformationExtraField.addSizes,20,4,8,20.0,40.0,0,2
@@ org.apache.commons.compress.archivers.zip.UnshrinkingInputStream.<init>,9,2,4,22.22222222222222,44.44444444444444,0,1
@@ org.apache.commons.compress.archivers.zip.UnshrinkingInputStream.addEntry,25,7,13,28.000000000000004,52.0,0,4
@@ org.apache.commons.compress.archivers.zip.UnshrinkingInputStream.partialClear,47,12,25,25.53191489361702,53.191489361702125,0,15
@@ org.apache.commons.compress.archivers.zip.UnshrinkingInputStream.decompressNextSymbol,31,8,14,25.806451612903224,45.16129032258064,0,5
@@ org.apache.commons.compress.archivers.zip.ZipShort.equals,10,4,6,40.0,60.0,0,1
@@ org.apache.commons.compress.archivers.zip.ResourceAlignmentExtraField.<init>,12,4,7,33.33333333333333,58.333333333333336,0,1
@@ org.apache.commons.compress.archivers.zip.ResourceAlignmentExtraField.getLocalFileDataData,7,2,3,28.57142857142857,42.857142857142854,0,0
@@ org.apache.commons.compress.archivers.zip.ResourceAlignmentExtraField.getCentralDirectoryData,6,2,3,33.33333333333333,50.0,0,0
@@ org.apache.commons.compress.archivers.zip.ResourceAlignmentExtraField.parseFromCentralDirectoryData,9,3,4,33.33333333333333,44.44444444444444,0,0
@@ org.apache.commons.compress.archivers.zip.NioZipEncoding.encode,88,33,57,37.5,64.77272727272727,0,118
@@ org.apache.commons.compress.archivers.zip.NioZipEncoding.encodeFully,14,3,7,21.428571428571427,50.0,0,3
@@ org.apache.commons.compress.archivers.zip.NioZipEncoding.newEncoder,11,2,2,18.181818181818183,18.181818181818183,0,0
@@ org.apache.commons.compress.archivers.zip.NioZipEncoding.newDecoder,11,2,2,18.181818181818183,18.181818181818183,0,1
@@ org.apache.commons.compress.archivers.zip.ZipEightByteInteger.getBytes,4,2,3,50.0,75.0,0,0
@@ org.apache.commons.compress.archivers.zip.ZipEightByteInteger.getValue,5,2,3,40.0,60.0,0,0
@@ org.apache.commons.compress.archivers.zip.ZipEightByteInteger.equals,7,3,4,42.857142857142854,57.14285714285714,0,1
@@ org.apache.commons.compress.archivers.zip.CircularBuffer.available,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ org.apache.commons.compress.archivers.zip.CircularBuffer.get,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ org.apache.commons.compress.archivers.zip.CircularBuffer.copy,13,2,4,15.384615384615385,30.76923076923077,0,2
@@ org.apache.commons.compress.archivers.zip.BitStream.nextBits,7,3,5,42.857142857142854,71.42857142857143,0,1
@@ org.apache.commons.compress.archivers.zip.ZipArchiveEntry.<init>,8,2,3,25.0,37.5,0,1
@@ org.apache.commons.compress.archivers.zip.ZipArchiveEntry.<init>,4,2,3,50.0,75.0,0,0
@@ org.apache.commons.compress.archivers.zip.ZipArchiveEntry.<init>,12,5,7,41.66666666666667,58.333333333333336,0,1
@@ org.apache.commons.compress.archivers.zip.ZipArchiveEntry.setMethod,5,2,2,40.0,40.0,0,1
@@ org.apache.commons.compress.archivers.zip.ZipArchiveEntry.setUnixMode,6,4,5,66.66666666666666,83.33333333333334,0,0
@@ org.apache.commons.compress.archivers.zip.ZipArchiveEntry.getUnixMode,5,2,3,40.0,60.0,0,1
@@ org.apache.commons.compress.archivers.zip.ZipArchiveEntry.isUnixSymlink,2,2,2,100.0,100.0,0,0
@@ org.apache.commons.compress.archivers.zip.ZipArchiveEntry.setAlignment,7,3,5,42.857142857142854,71.42857142857143,0,0
@@ org.apache.commons.compress.archivers.zip.ZipArchiveEntry.setExtraFields,23,5,8,21.73913043478261,34.78260869565217,0,5
@@ org.apache.commons.compress.archivers.zip.ZipArchiveEntry.getExtraFields,3,2,3,66.66666666666666,100.0,0,0
@@ org.apache.commons.compress.archivers.zip.ZipArchiveEntry.getExtraFields,42,9,16,21.428571428571427,38.095238095238095,0,17
@@ org.apache.commons.compress.archivers.zip.ZipArchiveEntry.getParseableExtraFieldsNoCopy,7,2,2,28.57142857142857,28.57142857142857,0,1
@@ org.apache.commons.compress.archivers.zip.ZipArchiveEntry.getParseableExtraFields,7,2,3,28.57142857142857,42.857142857142854,0,0
@@ org.apache.commons.compress.archivers.zip.ZipArchiveEntry.getAllExtraFieldsNoCopy,11,3,4,27.27272727272727,36.36363636363637,0,1
@@ org.apache.commons.compress.archivers.zip.ZipArchiveEntry.getUnparseableOnly,7,2,3,28.57142857142857,42.857142857142854,0,1
@@ org.apache.commons.compress.archivers.zip.ZipArchiveEntry.getAllExtraFields,7,2,3,28.57142857142857,42.857142857142854,0,1
@@ org.apache.commons.compress.archivers.zip.ZipArchiveEntry.findUnparseable,6,3,4,50.0,66.66666666666666,0,1
@@ org.apache.commons.compress.archivers.zip.ZipArchiveEntry.findMatching,8,3,4,37.5,50.0,0,2
@@ org.apache.commons.compress.archivers.zip.ZipArchiveEntry.addExtraField,20,4,7,20.0,35.0,0,3
@@ org.apache.commons.compress.archivers.zip.ZipArchiveEntry.addAsFirstExtraField,25,7,9,28.000000000000004,36.0,0,4
@@ org.apache.commons.compress.archivers.zip.ZipArchiveEntry.removeExtraField,32,7,9,21.875,28.125,0,8
@@ org.apache.commons.compress.archivers.zip.ZipArchiveEntry.removeUnparseableExtraFieldData,5,2,2,40.0,40.0,0,1
@@ org.apache.commons.compress.archivers.zip.ZipArchiveEntry.getExtraField,22,5,10,22.727272727272727,45.45454545454545,0,4
@@ org.apache.commons.compress.archivers.zip.ZipArchiveEntry.getLocalFileDataExtra,4,2,3,50.0,75.0,0,0
@@ org.apache.commons.compress.archivers.zip.ZipArchiveEntry.getName,6,2,3,33.33333333333333,50.0,0,0
@@ org.apache.commons.compress.archivers.zip.ZipArchiveEntry.isDirectory,4,3,4,75.0,100.0,0,1
@@ org.apache.commons.compress.archivers.zip.ZipArchiveEntry.setName,10,4,8,40.0,80.0,0,1
@@ org.apache.commons.compress.archivers.zip.ZipArchiveEntry.setSize,4,2,2,50.0,50.0,0,1
@@ org.apache.commons.compress.archivers.zip.ZipArchiveEntry.getRawName,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ org.apache.commons.compress.archivers.zip.ZipArchiveEntry.hashCode,3,2,3,66.66666666666666,100.0,0,0
@@ org.apache.commons.compress.archivers.zip.ZipArchiveEntry.mergeExtraFields,42,11,21,26.190476190476193,50.0,0,25
