>> Method, Nduas, Uduas, Rduas, UduaPerc, RduaPerc, Time_s, Time_ms
@@ org.apache.commons.compress.archivers.zip.ZipArchiveEntry.equals,98,29,51,29.591836734693878,52.04081632653062,0,36
@@ org.apache.commons.compress.archivers.zip.ExtraFieldUtils.createExtraField,4,2,2,50.0,50.0,0,1
@@ org.apache.commons.compress.archivers.zip.ExtraFieldUtils.createExtraFieldNoDefault,3,2,2,66.66666666666666,66.66666666666666,0,0
@@ org.apache.commons.compress.archivers.zip.ExtraFieldUtils.parse,36,7,13,19.444444444444446,36.11111111111111,0,6
@@ org.apache.commons.compress.archivers.zip.ExtraFieldUtils.mergeLocalFileDataData,51,14,24,27.450980392156865,47.05882352941176,0,16
@@ org.apache.commons.compress.archivers.zip.ExtraFieldUtils.mergeCentralDirectoryData,51,14,24,27.450980392156865,47.05882352941176,0,18
@@ org.apache.commons.compress.archivers.zip.ExtraFieldUtils.fillExtraField,11,2,3,18.181818181818183,27.27272727272727,0,0
@@ org.apache.commons.compress.archivers.zip.ExtraFieldUtils$UnparseableExtraField.onUnparseableExtraField,24,5,6,20.833333333333336,25.0,0,2
@@ org.apache.commons.compress.archivers.zip.ZipFile$2.compare,20,10,14,50.0,70.0,0,3
@@ org.apache.commons.compress.archivers.zip.ZipFile.<init>,14,7,9,50.0,64.28571428571429,0,1
@@ org.apache.commons.compress.archivers.zip.ZipFile.getEntry,3,2,3,66.66666666666666,100.0,0,0
@@ org.apache.commons.compress.archivers.zip.ZipFile.getEntries,3,2,3,66.66666666666666,100.0,0,0
@@ org.apache.commons.compress.archivers.zip.ZipFile.getEntriesInPhysicalOrder,13,2,2,15.384615384615385,15.384615384615385,0,0
@@ org.apache.commons.compress.archivers.zip.ZipFile.getRawInputStream,8,3,4,37.5,50.0,0,1
@@ org.apache.commons.compress.archivers.zip.ZipFile.copyRawEntries,10,2,4,20.0,40.0,0,1
@@ org.apache.commons.compress.archivers.zip.ZipFile.getInputStream,28,8,9,28.57142857142857,32.142857142857146,0,1
@@ org.apache.commons.compress.archivers.zip.ZipFile.getUnixSymlink,14,5,8,35.714285714285715,57.14285714285714,0,2
@@ org.apache.commons.compress.archivers.zip.ZipFile.finalize,8,2,3,25.0,37.5,0,0
@@ org.apache.commons.compress.archivers.zip.ZipFile.populateFromCentralDirectory,18,5,8,27.77777777777778,44.44444444444444,0,3
@@ org.apache.commons.compress.archivers.zip.ZipFile.readCentralDirectoryEntry,28,7,9,25.0,32.142857142857146,0,6
@@ org.apache.commons.compress.archivers.zip.ZipFile.setSizesAndOffsetFromZip64Extra,34,17,20,50.0,58.82352941176471,0,11
@@ org.apache.commons.compress.archivers.zip.ZipFile.positionAtCentralDirectory,20,8,12,40.0,60.0,0,4
@@ org.apache.commons.compress.archivers.zip.ZipFile.positionAtCentralDirectory64,10,2,2,20.0,20.0,0,0
@@ org.apache.commons.compress.archivers.zip.ZipFile.positionAtEndOfCentralDirectoryRecord,2,2,2,100.0,100.0,0,0
@@ org.apache.commons.compress.archivers.zip.ZipFile.tryToLocateSignature,47,14,25,29.78723404255319,53.191489361702125,0,14
@@ org.apache.commons.compress.archivers.zip.ZipFile.skipBytes,9,2,2,22.22222222222222,22.22222222222222,0,1
@@ org.apache.commons.compress.archivers.zip.ZipFile.resolveLocalFileHeaderData,11,2,4,18.181818181818183,36.36363636363637,0,1
@@ org.apache.commons.compress.archivers.zip.ZipFile.fillNameMap,13,2,4,15.384615384615385,30.76923076923077,0,2
@@ org.apache.commons.compress.archivers.zip.ZipFile.getDataOffset,5,2,2,40.0,40.0,0,0
@@ org.apache.commons.compress.archivers.zip.ZipFile.createBoundedInputStream,10,2,2,20.0,20.0,0,1
@@ org.apache.commons.compress.archivers.zip.X0017_StrongEncryptionHeader.parseCentralDirectoryFormat,28,5,8,17.857142857142858,28.57142857142857,0,8
@@ org.apache.commons.compress.archivers.zip.X0017_StrongEncryptionHeader.parseFileFormat,54,5,8,9.25925925925926,14.814814814814813,0,7
@@ org.apache.commons.compress.archivers.zip.X0017_StrongEncryptionHeader.assertDynamicLengthFits,10,2,2,20.0,20.0,0,1
@@ org.apache.commons.compress.archivers.zip.JarMarker.parseFromLocalFileData,2,2,2,100.0,100.0,0,0
@@ org.apache.commons.compress.archivers.zip.InflaterInputStreamWithStatistics.read,5,2,3,40.0,60.0,0,0
@@ org.apache.commons.compress.archivers.zip.InflaterInputStreamWithStatistics.read,6,2,3,33.33333333333333,50.0,0,0
@@ org.apache.commons.compress.archivers.zip.ZipFile$BoundedInputStream.<init>,10,2,2,20.0,20.0,0,0
@@ org.apache.commons.compress.archivers.zip.ZipFile$BoundedInputStream.read,24,4,8,16.666666666666664,33.33333333333333,0,3
@@ org.apache.commons.compress.archivers.zip.ZipFile$BoundedInputStream.read,31,6,9,19.35483870967742,29.03225806451613,0,3
@@ org.apache.commons.compress.archivers.zip.ScatterZipOutputStream$ZipEntryWriter.close,6,2,2,33.33333333333333,33.33333333333333,0,1
@@ org.apache.commons.compress.archivers.zip.ScatterZipOutputStream$ZipEntryWriter.writeNextZipEntry,6,3,4,50.0,66.66666666666666,0,0
@@ org.apache.commons.compress.archivers.zip.UnparseableExtraFieldData.getLocalFileDataLength,6,2,3,33.33333333333333,50.0,0,1
@@ org.apache.commons.compress.archivers.zip.UnparseableExtraFieldData.getCentralDirectoryLength,7,2,3,28.57142857142857,42.857142857142854,0,1
@@ org.apache.commons.compress.archivers.zip.UnparseableExtraFieldData.getCentralDirectoryData,6,2,3,33.33333333333333,50.0,0,1
@@ org.apache.commons.compress.archivers.zip.UnparseableExtraFieldData.parseFromCentralDirectoryData,8,2,2,25.0,25.0,0,0
@@ org.apache.commons.compress.archivers.zip.X7875_NewUnix.getLocalFileDataLength,9,4,5,44.44444444444444,55.55555555555556,0,1
@@ org.apache.commons.compress.archivers.zip.X7875_NewUnix.getLocalFileDataData,35,12,13,34.285714285714285,37.142857142857146,0,17
@@ org.apache.commons.compress.archivers.zip.X7875_NewUnix.parseFromLocalFileData,28,4,6,14.285714285714285,21.428571428571427,0,2
@@ org.apache.commons.compress.archivers.zip.X7875_NewUnix.equals,27,5,8,18.51851851851852,29.629629629629626,0,2
@@ org.apache.commons.compress.archivers.zip.X7875_NewUnix.trimLeadingZeroesForceMinLength,22,5,11,22.727272727272727,50.0,0,3
@@ org.apache.commons.compress.archivers.zip.ParallelScatterZipCreator.createCallable,6,2,2,33.33333333333333,33.33333333333333,0,1
@@ org.apache.commons.compress.archivers.zip.ParallelScatterZipCreator.writeTo,17,3,4,17.647058823529413,23.52941176470588,0,1
@@ org.apache.commons.compress.archivers.zip.ParallelScatterZipCreator.closeAll,3,1,2,33.33333333333333,66.66666666666666,0,0
@@ org.apache.commons.compress.archivers.zip.UnrecognizedExtraField.getLocalFileDataLength,6,2,3,33.33333333333333,50.0,0,0
@@ org.apache.commons.compress.archivers.zip.UnrecognizedExtraField.getCentralDirectoryLength,7,2,2,28.57142857142857,28.57142857142857,0,0
@@ org.apache.commons.compress.archivers.zip.UnrecognizedExtraField.getCentralDirectoryData,7,2,2,28.57142857142857,28.57142857142857,0,0
@@ org.apache.commons.compress.archivers.zip.UnrecognizedExtraField.parseFromCentralDirectoryData,6,2,2,33.33333333333333,33.33333333333333,0,1
@@ org.apache.commons.compress.archivers.zip.X000A_NTFS.parseFromLocalFileData,19,4,7,21.052631578947366,36.84210526315789,0,2
@@ org.apache.commons.compress.archivers.zip.X000A_NTFS.setModifyTime,5,2,3,40.0,60.0,0,1
@@ org.apache.commons.compress.archivers.zip.X000A_NTFS.setAccessTime,5,2,3,40.0,60.0,0,0
@@ org.apache.commons.compress.archivers.zip.X000A_NTFS.setCreateTime,5,2,3,40.0,60.0,0,0
@@ org.apache.commons.compress.archivers.zip.X000A_NTFS.equals,63,13,20,20.634920634920633,31.746031746031743,0,6
@@ org.apache.commons.compress.archivers.zip.X000A_NTFS.hashCode,28,8,14,28.57142857142857,50.0,0,2
@@ org.apache.commons.compress.archivers.zip.X000A_NTFS.readTimeAttr,11,3,4,27.27272727272727,36.36363636363637,0,1
@@ org.apache.commons.compress.archivers.zip.X000A_NTFS.dateToZip,3,2,2,66.66666666666666,66.66666666666666,0,0
@@ org.apache.commons.compress.archivers.zip.X000A_NTFS.zipToDate,7,3,4,42.857142857142854,57.14285714285714,0,1
@@ org.apache.commons.compress.archivers.zip.ZipArchiveOutputStream.isSeekable,4,2,2,50.0,50.0,0,0
@@ org.apache.commons.compress.archivers.zip.ZipArchiveOutputStream.setEncoding,7,3,4,42.857142857142854,57.14285714285714,0,0
@@ org.apache.commons.compress.archivers.zip.ZipArchiveOutputStream.setUseLanguageEncodingFlag,7,3,5,42.857142857142854,71.42857142857143,0,0
@@ org.apache.commons.compress.archivers.zip.ZipArchiveOutputStream.finish,12,3,4,25.0,33.33333333333333,0,0
@@ org.apache.commons.compress.archivers.zip.ZipArchiveOutputStream.writeCentralDirectoryInChunks,14,2,6,14.285714285714285,42.857142857142854,0,3
@@ org.apache.commons.compress.archivers.zip.ZipArchiveOutputStream.closeEntry,13,5,7,38.46153846153847,53.84615384615385,0,1
@@ org.apache.commons.compress.archivers.zip.ZipArchiveOutputStream.preClose,14,4,6,28.57142857142857,42.857142857142854,0,1
@@ org.apache.commons.compress.archivers.zip.ZipArchiveOutputStream.addRawArchiveEntry,15,6,9,40.0,60.0,0,2
@@ org.apache.commons.compress.archivers.zip.ZipArchiveOutputStream.flushDeflater,6,2,2,33.33333333333333,33.33333333333333,0,0
@@ org.apache.commons.compress.archivers.zip.ZipArchiveOutputStream.handleSizesAndCrc,36,5,9,13.88888888888889,25.0,0,1
@@ org.apache.commons.compress.archivers.zip.ZipArchiveOutputStream.checkIfNeedsZip64,9,3,5,33.33333333333333,55.55555555555556,0,0
@@ org.apache.commons.compress.archivers.zip.ZipArchiveOutputStream.isZip64Required,8,3,4,37.5,50.0,0,1
@@ org.apache.commons.compress.archivers.zip.ZipArchiveOutputStream.isTooLageForZip32,4,3,4,75.0,100.0,0,0
@@ org.apache.commons.compress.archivers.zip.ZipArchiveOutputStream.rewriteSizesAndCrc,31,7,12,22.58064516129032,38.70967741935484,0,3
@@ org.apache.commons.compress.archivers.zip.ZipArchiveOutputStream.putArchiveEntry,58,11,17,18.96551724137931,29.310344827586203,0,8
@@ org.apache.commons.compress.archivers.zip.ZipArchiveOutputStream.setDefaults,8,4,4,50.0,50.0,0,1
@@ org.apache.commons.compress.archivers.zip.ZipArchiveOutputStream.validateSizeInformation,32,10,14,31.25,43.75,0,3
@@ org.apache.commons.compress.archivers.zip.ZipArchiveOutputStream.shouldAddZip64Extra,18,7,12,38.88888888888889,66.66666666666666,0,1
@@ org.apache.commons.compress.archivers.zip.ZipArchiveOutputStream.setLevel,13,4,7,30.76923076923077,53.84615384615385,0,1
@@ org.apache.commons.compress.archivers.zip.ZipArchiveOutputStream.canWriteEntryData,13,5,8,38.46153846153847,61.53846153846154,0,1
@@ org.apache.commons.compress.archivers.zip.ZipArchiveOutputStream.write,10,2,2,20.0,20.0,0,1
@@ org.apache.commons.compress.archivers.zip.ZipArchiveOutputStream.copyFromZipInputStream,19,2,3,10.526315789473683,15.789473684210526,0,1
@@ org.apache.commons.compress.archivers.zip.ZipArchiveOutputStream.close,6,2,3,33.33333333333333,50.0,0,0
@@ org.apache.commons.compress.archivers.zip.ZipArchiveOutputStream.flush,6,2,2,33.33333333333333,33.33333333333333,0,1
@@ org.apache.commons.compress.archivers.zip.ZipArchiveOutputStream.writeLocalFileHeader,18,2,3,11.11111111111111,16.666666666666664,0,1
@@ org.apache.commons.compress.archivers.zip.ZipArchiveOutputStream.createLocalFileHeader,86,26,42,30.23255813953488,48.837209302325576,0,26
@@ org.apache.commons.compress.archivers.zip.ZipArchiveOutputStream.addUnicodeExtraFields,29,8,15,27.586206896551722,51.724137931034484,0,3
@@ org.apache.commons.compress.archivers.zip.ZipArchiveOutputStream.writeDataDescriptor,15,3,4,20.0,26.666666666666668,0,1
@@ org.apache.commons.compress.archivers.zip.ZipArchiveOutputStream.createCentralFileHeader,28,9,15,32.142857142857146,53.57142857142857,0,4
@@ org.apache.commons.compress.archivers.zip.ZipArchiveOutputStream.createCentralFileHeader,68,14,21,20.588235294117645,30.88235294117647,0,17
@@ org.apache.commons.compress.archivers.zip.ZipArchiveOutputStream.handleZip64Extra,28,8,14,28.57142857142857,50.0,0,3
@@ org.apache.commons.compress.archivers.zip.ZipArchiveOutputStream.writeCentralDirectoryEnd,25,6,9,24.0,36.0,0,2
@@ org.apache.commons.compress.archivers.zip.ZipArchiveOutputStream.writeZip64CentralDirectory,38,10,17,26.31578947368421,44.73684210526316,0,5
@@ org.apache.commons.compress.archivers.zip.ZipArchiveOutputStream.getGeneralPurposeBits,11,5,7,45.45454545454545,63.63636363636363,0,1
@@ org.apache.commons.compress.archivers.zip.ZipArchiveOutputStream.versionNeededToExtract,6,3,4,50.0,66.66666666666666,0,0
@@ org.apache.commons.compress.archivers.zip.ZipArchiveOutputStream.usesDataDescriptor,8,4,6,50.0,75.0,0,0
@@ org.apache.commons.compress.archivers.zip.ZipArchiveOutputStream.versionNeededToExtractMethod,2,2,2,100.0,100.0,0,0
@@ org.apache.commons.compress.archivers.zip.ZipArchiveOutputStream.createArchiveEntry,6,2,2,33.33333333333333,33.33333333333333,0,1
@@ org.apache.commons.compress.archivers.zip.ZipArchiveOutputStream.getZip64Extra,18,5,7,27.77777777777778,38.88888888888889,0,3
@@ org.apache.commons.compress.archivers.zip.ZipArchiveOutputStream.hasZip64Extra,4,2,2,50.0,50.0,0,0
@@ org.apache.commons.compress.archivers.zip.ZipArchiveOutputStream.getEffectiveZip64Mode,17,5,9,29.411764705882355,52.94117647058824,0,1
@@ org.apache.commons.compress.archivers.zip.ZipArchiveOutputStream.getEntryEncoding,9,3,5,33.33333333333333,55.55555555555556,0,1
@@ org.apache.commons.compress.archivers.zip.ZipArchiveOutputStream.destroy,12,4,4,33.33333333333333,33.33333333333333,0,0
@@ org.apache.commons.compress.archivers.zip.ExplodingInputStream.<init>,12,6,9,50.0,75.0,0,1
@@ org.apache.commons.compress.archivers.zip.ExplodingInputStream.init,23,6,8,26.08695652173913,34.78260869565217,0,2
@@ org.apache.commons.compress.archivers.zip.ExplodingInputStream.read,12,4,5,33.33333333333333,41.66666666666667,0,1
@@ org.apache.commons.compress.archivers.zip.ExplodingInputStream.fillBuffer,52,13,23,25.0,44.230769230769226,0,7
@@ org.apache.commons.compress.archivers.zip.ZipArchiveInputStream.getNextZipEntry,143,29,46,20.27972027972028,32.16783216783217,0,44
@@ org.apache.commons.compress.archivers.zip.ZipArchiveInputStream.readFirstLocalFileHeader,11,3,4,27.27272727272727,36.36363636363637,0,0
@@ org.apache.commons.compress.archivers.zip.ZipArchiveInputStream.processZip64Extra,29,10,16,34.48275862068966,55.172413793103445,0,3
@@ org.apache.commons.compress.archivers.zip.ZipArchiveInputStream.canReadEntryData,13,5,8,38.46153846153847,61.53846153846154,0,1
@@ org.apache.commons.compress.archivers.zip.ZipArchiveInputStream.read,102,19,36,18.627450980392158,35.294117647058826,0,18
@@ org.apache.commons.compress.archivers.zip.ZipArchiveInputStream.getCompressedCount,43,7,12,16.27906976744186,27.906976744186046,0,3
@@ org.apache.commons.compress.archivers.zip.ZipArchiveInputStream.readStored,58,8,13,13.793103448275861,22.413793103448278,0,6
@@ org.apache.commons.compress.archivers.zip.ZipArchiveInputStream.readDeflated,13,5,9,38.46153846153847,69.23076923076923,0,1
@@ org.apache.commons.compress.archivers.zip.ZipArchiveInputStream.readFromInflater,25,7,13,28.000000000000004,52.0,0,6
@@ org.apache.commons.compress.archivers.zip.ZipArchiveInputStream.close,7,2,2,28.57142857142857,28.57142857142857,0,0
@@ org.apache.commons.compress.archivers.zip.ZipArchiveInputStream.skip,28,8,14,28.57142857142857,50.0,0,6
@@ org.apache.commons.compress.archivers.zip.ZipArchiveInputStream.matches,20,6,10,30.0,50.0,0,2
@@ org.apache.commons.compress.archivers.zip.ZipArchiveInputStream.checksig,16,5,10,31.25,62.5,0,2
@@ org.apache.commons.compress.archivers.zip.ZipArchiveInputStream.closeEntry,39,12,16,30.76923076923077,41.02564102564102,0,6
@@ org.apache.commons.compress.archivers.zip.ZipArchiveInputStream.currentEntryHasOutstandingBytes,8,3,4,37.5,50.0,0,1
@@ org.apache.commons.compress.archivers.zip.ZipArchiveInputStream.drainCurrentEntryData,17,4,7,23.52941176470588,41.17647058823529,0,2
@@ org.apache.commons.compress.archivers.zip.ZipArchiveInputStream.getBytesInflated,16,3,7,18.75,43.75,0,1
@@ org.apache.commons.compress.archivers.zip.ZipArchiveInputStream.fill,14,3,4,21.428571428571427,28.57142857142857,0,0
@@ org.apache.commons.compress.archivers.zip.ZipArchiveInputStream.readFully,4,2,2,50.0,50.0,0,0
@@ org.apache.commons.compress.archivers.zip.ZipArchiveInputStream.readDataDescriptor,25,5,8,20.0,32.0,0,3
@@ org.apache.commons.compress.archivers.zip.ZipArchiveInputStream.supportsDataDescriptorFor,14,7,10,50.0,71.42857142857143,0,1
@@ org.apache.commons.compress.archivers.zip.ZipArchiveInputStream.supportsCompressedSizeFor,16,7,12,43.75,75.0,0,1
@@ org.apache.commons.compress.archivers.zip.ZipArchiveInputStream.readStoredEntry,57,15,27,26.31578947368421,47.368421052631575,0,20
@@ org.apache.commons.compress.archivers.zip.ZipArchiveInputStream.bufferContainsSignature,123,37,80,30.081300813008134,65.04065040650406,0,64
@@ org.apache.commons.compress.archivers.zip.ZipArchiveInputStream.cacheBytesRead,11,2,2,18.181818181818183,18.181818181818183,0,0
@@ org.apache.commons.compress.archivers.zip.ZipArchiveInputStream.findEocdRecord,52,21,37,40.38461538461539,71.15384615384616,0,55
@@ org.apache.commons.compress.archivers.zip.ZipArchiveInputStream.realSkip,26,7,12,26.923076923076923,46.15384615384615,0,8
@@ org.apache.commons.compress.archivers.zip.ZipArchiveInputStream.readOneByte,4,2,3,50.0,75.0,0,0
@@ org.apache.commons.compress.archivers.zip.ZipArchiveInputStream.isFirstByteOfEocdSig,4,2,2,50.0,50.0,0,0
@@ org.apache.commons.compress.archivers.zip.ZipArchiveInputStream.isApkSigningBlock,33,5,11,15.151515151515152,33.33333333333333,0,3
@@ org.apache.commons.compress.archivers.zip.ZipLong.equals,10,4,6,40.0,60.0,0,6
@@ org.apache.commons.compress.archivers.zip.GeneralPurposeBit.usesStrongEncryption,8,3,4,37.5,50.0,0,1
@@ org.apache.commons.compress.archivers.zip.GeneralPurposeBit.useStrongEncryption,3,2,2,66.66666666666666,66.66666666666666,0,0
@@ org.apache.commons.compress.archivers.zip.GeneralPurposeBit.encode,18,8,9,44.44444444444444,50.0,0,2
@@ org.apache.commons.compress.archivers.zip.GeneralPurposeBit.parse,18,12,13,66.66666666666666,72.22222222222221,0,10
@@ org.apache.commons.compress.archivers.zip.GeneralPurposeBit.hashCode,16,8,8,50.0,50.0,0,2
@@ org.apache.commons.compress.archivers.zip.GeneralPurposeBit.equals,35,6,10,17.142857142857142,28.57142857142857,0,2
@@ org.apache.commons.compress.archivers.zip.AsiExtraField.isLink,2,2,2,100.0,100.0,0,0
@@ org.apache.commons.compress.archivers.zip.AsiExtraField.isDirectory,6,3,4,50.0,66.66666666666666,0,1
@@ org.apache.commons.compress.archivers.zip.AsiExtraField.parseFromLocalFileData,23,6,9,26.08695652173913,39.130434782608695,0,2
@@ org.apache.commons.compress.archivers.zip.AsiExtraField.getMode,8,3,5,37.5,62.5,0,0
@@ org.apache.commons.compress.archivers.zip.X5455_ExtendedTimestamp.getLocalFileDataLength,20,8,10,40.0,50.0,0,4
@@ org.apache.commons.compress.archivers.zip.X5455_ExtendedTimestamp.getCentralDirectoryLength,4,2,2,50.0,50.0,0,0
@@ org.apache.commons.compress.archivers.zip.X5455_ExtendedTimestamp.getLocalFileDataData,36,9,16,25.0,44.44444444444444,0,5
@@ org.apache.commons.compress.archivers.zip.X5455_ExtendedTimestamp.parseFromLocalFileData,49,15,24,30.612244897959183,48.97959183673469,0,8
@@ org.apache.commons.compress.archivers.zip.X5455_ExtendedTimestamp.setFlags,9,6,7,66.66666666666666,77.77777777777779,0,1
